population,short.description,year,group,total,flag_for_publishing,total.low.CI,total.high.CI,male,male_flag_for_publishing,male.low.CI,male.high.CI,female,female_flag_for_publishing,female.low.CI,female.high.CI,estimated.number,estimated.number.low.CI,estimated.number.high.CI
children,Breakfast eaten every day,2019,Pacific,72.2,,65.8,77.9,72.7,,63.2,80.9,71.6,,63.5,78.8,82000,68000,95000
children,Breakfast eaten every day,2020,Pacific,62.1,,55.2,68.6,60,,50.4,69.2,63.9,,53,73.9,70000,59000,81000
children,Breakfast eaten every day,2018,Asian,89.8,,86.7,92.4,91.2,,86.9,94.4,88.4,,83.8,92.1,123000,108000,139000
children,Breakfast eaten every day,2019,Asian,88,,82.7,92.1,85.9,,78.3,91.7,90.1,,84.2,94.4,122000,102000,141000
children,Breakfast eaten every day,2020,Asian,87.3,,83,90.9,84.7,,77.6,90.3,89.7,,83.5,94.2,123000,105000,141000
children,Breakfast eaten every day,2018,European/Other,86.6,,85,88.1,88.7,,86.6,90.6,84.2,,81.5,86.7,500000,479000,521000
children,Breakfast eaten every day,2019,European/Other,86.1,,84.3,87.8,87.1,,84.5,89.3,85.1,,82.2,87.7,515000,490000,539000
children,Breakfast eaten every day,2020,European/Other,79.9,,77.1,82.6,82.6,,78.6,86.1,77,,72.8,80.8,474000,445000,502000
children,Breakfast eaten every day,2018,Quintile 1,89.6,,86.6,92.2,90.9,,86.1,94.4,88.2,,83.3,92.1,147000,136000,158000
children,Breakfast eaten every day,2018,Quintile 2,87.1,,83.3,90.3,89.7,,85.6,93,84.2,,77.7,89.4,141000,129000,153000
children,Breakfast eaten every day,2018,Quintile 3,85.4,,82.2,88.2,88.3,,82.7,92.7,82.4,,77.2,86.8,135000,123000,147000
children,Breakfast eaten every day,2018,Quintile 4,85.1,,82.2,87.8,88.8,,85.2,91.8,81.7,,77,85.7,126000,116000,136000
children,Breakfast eaten every day,2018,Quintile 5,77.1,,73.4,80.5,79.3,,75.1,83.1,74.7,,69.3,79.5,155000,145000,165000
children,Breakfast eaten every day,2019,Quintile 1,93,,89.7,95.6,91.6,,86.2,95.4,94.6,,89.7,97.6,154000,135000,173000
children,Breakfast eaten every day,2019,Quintile 2,84.6,,79.8,88.6,84.6,,78.7,89.5,84.5,,76,90.9,132000,116000,149000
children,Breakfast eaten every day,2019,Quintile 3,84.4,,79.5,88.5,86.7,,78.5,92.6,81.9,,75,87.6,136000,122000,150000
children,Breakfast eaten every day,2019,Quintile 4,80.9,,77.8,83.7,80.3,,75.7,84.3,81.6,,76,86.4,132000,118000,147000
children,Breakfast eaten every day,2019,Quintile 5,75.4,,71.6,78.9,80.1,,73.6,85.6,71.3,,65.8,76.3,144000,132000,156000
children,Breakfast eaten every day,2020,Quintile 1,82.8,,75.9,88.4,82.8,,71.1,91.3,82.8,,73,90.1,154000,135000,173000
children,Breakfast eaten every day,2020,Quintile 2,82.1,,76.6,86.8,82.2,,74.1,88.6,82.1,,73.2,89,128000,114000,141000
children,Breakfast eaten every day,2020,Quintile 3,80.3,,75.1,84.8,79,,71.3,85.5,81.9,,73.6,88.5,124000,108000,139000
children,Breakfast eaten every day,2020,Quintile 4,72.4,,67.1,77.2,74.4,,66.9,81,70.1,,62.1,77.4,112000,100000,124000
children,Breakfast eaten every day,2020,Quintile 5,71.8,,66.8,76.5,76.3,,69.6,82.2,66.8,,61.1,72.2,140000,127000,153000
children,Breakfast eaten <5 days a week,2018,Total,10.7,,9.5,12.1,8.8,,7.3,10.5,12.8,,11,14.7,89000,79000,100000
children,Breakfast eaten <5 days a week,2019,Total,11.9,,10.6,13.3,10.6,,8.7,12.6,13.2,,11.1,15.5,99000,88000,110000
children,Breakfast eaten <5 days a week,2020,Total,14.8,,13,16.7,14,,11.7,16.5,15.6,,13.3,18.3,125000,110000,140000
children,Breakfast eaten <5 days a week,2018,'2-4,4,,2.7,5.8,2.9,,1.7,4.6,5.1,,2.8,8.5,7000,5000,10000
children,Breakfast eaten <5 days a week,2018,'5-9,6.2,,4.9,7.8,4.6,,3.2,6.5,7.9,,5.9,10.4,21000,16000,25000
children,Breakfast eaten <5 days a week,2018,'10-14,19.3,,16.6,22.2,16.4,,13,20.3,22.3,,18.6,26.4,61000,53000,70000
children,Breakfast eaten <5 days a week,2019,'2-4,4.5,,2.7,7.1,4,,1.9,7.4,5.1,,2.2,9.7,8000,5000,12000
children,Breakfast eaten <5 days a week,2019,'5-9,8.2,,6.7,9.8,8.3,,5.9,11.1,8.1,,6,10.7,27000,22000,32000
children,Breakfast eaten <5 days a week,2019,'10-14,19.6,,16.7,22.8,16.5,,13,20.5,22.9,,17.8,28.6,64000,54000,74000
children,Breakfast eaten <5 days a week,2020,'2-4,5.5,,3.1,9.1,6,,2.5,11.7,5,,2.5,9,10000,5000,15000
children,Breakfast eaten <5 days a week,2020,'5-9,8.4,,6.4,10.8,8,,5.3,11.3,8.9,,6.1,12.4,27000,20000,34000
children,Breakfast eaten <5 days a week,2020,'10-14,26.1,,22.3,30.1,24.1,,19.1,29.8,28.1,,23,33.6,87000,75000,100000
children,Breakfast eaten <5 days a week,2018,Māori,15.8,,13.5,18.3,11.4,,8.9,14.4,20.4,,16.7,24.5,35000,30000,40000
children,Breakfast eaten <5 days a week,2019,Māori,16.9,,13.8,20.3,12.8,,9.1,17.2,21.3,,16.3,26.9,38000,31000,45000
children,Breakfast eaten <5 days a week,2020,Māori,23.2,,19.6,27.1,21.9,,17.3,27,24.6,,19.5,30.3,52000,44000,60000
children,Breakfast eaten <5 days a week,2018,Pacific,20,,15.5,25,13.9,,9.2,19.8,26.5,,20.4,33.3,22000,16000,28000
children,Breakfast eaten <5 days a week,2019,Pacific,20.4,,15.7,25.9,18.4,,12.5,25.6,22.6,,15.8,30.7,23000,17000,29000
children,Breakfast eaten <5 days a week,2020,Pacific,28,,22.6,33.8,31.3,,22.5,41.1,25,,18.5,32.6,32000,24000,39000
children,Breakfast eaten <5 days a week,2018,Asian,5.7,,3.8,8.2,5.8,,3.1,9.9,5.5,,3,9.2,8000,5000,11000
children,Breakfast eaten <5 days a week,2019,Asian,10.1,,6.3,15,12.3,,6.8,20,7.7,,4.1,12.9,14000,9000,19000
children,Breakfast eaten <5 days a week,2020,Asian,7.1,,4.3,10.8,6.9,,3.3,12.5,7.2,,3.4,13.1,10000,6000,14000
children,Breakfast eaten <5 days a week,2018,European/Other,9.2,,7.9,10.7,7.5,,5.9,9.3,11.1,,9,13.5,53000,46000,61000
children,Breakfast eaten <5 days a week,2019,European/Other,9.4,,8,11.1,8.7,,6.9,10.8,10.3,,7.9,13,56000,47000,66000
children,Breakfast eaten <5 days a week,2020,European/Other,12.7,,10.8,14.8,10.6,,8.4,13.1,15,,12.1,18.3,75000,64000,87000
children,Breakfast eaten <5 days a week,2018,Quintile 1,6.1,,4.2,8.7,6.2,,3.2,10.7,6.1,,3.4,9.9,10000,7000,14000
children,Breakfast eaten <5 days a week,2018,Quintile 2,7.8,,5.1,11.3,4.7,,2.5,8,11.2,,6.7,17.2,13000,8000,17000
children,Breakfast eaten <5 days a week,2018,Quintile 3,9.7,,7.3,12.6,7.1,,3.7,12.2,12.3,,8.7,16.8,15000,11000,20000
children,Breakfast eaten <5 days a week,2018,Quintile 4,10.6,,8.5,13.1,8.7,,6,12.1,12.4,,9.3,16.1,16000,12000,19000
children,Breakfast eaten <5 days a week,2018,Quintile 5,17.7,,14.6,21.2,15.6,,12.3,19.5,20,,15.5,25.2,36000,29000,43000
children,Breakfast eaten <5 days a week,2019,Quintile 1,4.4,,2.3,7.5,5.8,,2.5,11.2,2.9,,1.1,6.3,7000,3000,11000
children,Breakfast eaten <5 days a week,2019,Quintile 2,9.6,,6.5,13.6,9.2,,5.6,13.9,10.1,,5.4,17,15000,10000,21000
children,Breakfast eaten <5 days a week,2019,Quintile 3,10.8,,7.3,15.4,7.7,,3.9,13.5,14.2,,8.7,21.4,17000,11000,24000
children,Breakfast eaten <5 days a week,2019,Quintile 4,14.5,,11.7,17.6,14.7,,11.3,18.6,14.2,,9.5,20,24000,18000,29000
children,Breakfast eaten <5 days a week,2019,Quintile 5,18.8,,15.7,22.2,15,,10.1,21.1,22.1,,17.5,27.3,36000,29000,43000
children,Breakfast eaten <5 days a week,2020,Quintile 1,9.6,,6,14.5,10.2,,4.9,18.2,9.1,,4.6,15.8,18000,11000,25000
children,Breakfast eaten <5 days a week,2020,Quintile 2,11.7,,8.2,16.2,11.5,,6.3,18.8,12,,7.9,17.2,18000,12000,25000
children,Breakfast eaten <5 days a week,2020,Quintile 3,11.3,,7.6,16,11.8,,7.2,17.9,10.6,,5.7,17.8,17000,11000,24000
children,Breakfast eaten <5 days a week,2020,Quintile 4,19.7,,15.5,24.5,18.3,,12.9,24.8,21.3,,14.7,29.1,31000,23000,38000
children,Breakfast eaten <5 days a week,2020,Quintile 5,20.9,,17.1,25.1,17.5,,13,22.8,24.7,,19.8,30,41000,33000,49000
children,Fizzy drink 1+ times a week,2018,Total,32,,30.1,33.9,32.3,,29.6,35,31.7,,29.1,34.3,267000,251000,282000
children,Fizzy drink 1+ times a week,2019,Total,26.2,,24,28.5,27.4,,24.3,30.6,25.1,,22.4,27.9,220000,202000,238000
children,Fizzy drink 1+ times a week,2020,Total,32.3,,29.7,35,33.5,,30.7,36.4,31.1,,27.2,35.2,273000,252000,295000
children,Fizzy drink 1+ times a week,2018,'2-4,15.7,,13,18.8,14.9,,11.3,19.1,16.6,,12.3,21.7,29000,24000,35000
children,Fizzy drink 1+ times a week,2018,'5-9,29.3,,26.2,32.5,28.8,,24.4,33.5,29.8,,25.7,34,96000,86000,106000
children,Fizzy drink 1+ times a week,2018,'10-14,44.3,,40.7,47.9,45.8,,41,50.7,42.6,,37.8,47.6,141000,130000,152000
children,Fizzy drink 1+ times a week,2019,'2-4,12.4,,9.6,15.6,11.7,,7.5,17.2,13,,9.6,17,22000,17000,27000
children,Fizzy drink 1+ times a week,2019,'5-9,24.8,,21.7,28.1,25.7,,21.3,30.4,24,,19.2,29.3,82000,72000,92000
children,Fizzy drink 1+ times a week,2019,'10-14,35.3,,31.4,39.4,37.6,,32.1,43.4,32.9,,27.9,38.2,116000,103000,128000
children,Fizzy drink 1+ times a week,2020,'2-4,13.6,,10.4,17.5,11.4,,7.4,16.5,16,,11,22.1,25000,19000,31000
children,Fizzy drink 1+ times a week,2020,'5-9,28,,24.2,32,26.8,,22.2,31.7,29.3,,23.4,35.7,91000,79000,104000
children,Fizzy drink 1+ times a week,2020,'10-14,46.8,,42.6,51,52,,46.7,57.4,41.2,,35.2,47.4,157000,143000,171000
children,Fizzy drink 1+ times a week,2018,Māori,42,,38.6,45.6,41.7,,36.5,47.1,42.4,,36.8,48.1,94000,86000,101000
children,Fizzy drink 1+ times a week,2019,Māori,38.3,,34.2,42.6,39.8,,33.7,46.1,36.7,,31,42.8,87000,77000,96000
children,Fizzy drink 1+ times a week,2020,Māori,46.4,,41.8,51,48.2,,42.4,54.1,44.5,,37.8,51.2,105000,95000,115000
children,Fizzy drink 1+ times a week,2018,Pacific,51.1,,45.4,56.7,48.8,,40.7,56.9,53.5,,46,60.9,56000,46000,66000
children,Fizzy drink 1+ times a week,2019,Pacific,45.7,,38.3,53.3,42.4,,33.4,51.6,49.4,,39.2,59.5,52000,40000,64000
children,Fizzy drink 1+ times a week,2020,Pacific,52.3,,45.6,58.8,56.4,,47.1,65.3,48.6,,38.3,58.9,59000,48000,70000
children,Fizzy drink 1+ times a week,2018,Asian,27.1,,22.8,31.7,28.2,,21.4,35.9,26,,19.7,33.1,37000,30000,45000
children,Fizzy drink 1+ times a week,2019,Asian,19.7,,15.1,25.1,23.7,,17.1,31.5,15.6,,10.3,22.3,27000,20000,34000
children,Fizzy drink 1+ times a week,2020,Asian,28.3,,21.1,36.5,29.2,,20.9,38.7,27.5,,18.6,38,40000,28000,52000
children,Fizzy drink 1+ times a week,2018,European/Other,26.4,,24.2,28.7,26.9,,23.9,30,25.9,,22.8,29.2,152000,139000,166000
children,Fizzy drink 1+ times a week,2019,European/Other,21.2,,18.7,23.9,22.7,,19.3,26.4,19.6,,16.1,23.5,127000,111000,142000
children,Fizzy drink 1+ times a week,2020,European/Other,27.6,,24.6,30.7,27.4,,24,30.9,27.8,,23.4,32.5,163000,144000,182000
children,Fizzy drink 1+ times a week,2018,Quintile 1,23.8,,19.2,28.8,22.2,,16.3,29,25.5,,18.8,33.1,39000,31000,47000
children,Fizzy drink 1+ times a week,2018,Quintile 2,21.5,,17.2,26.4,22.6,,16.3,29.9,20.4,,14.1,28,35000,28000,42000
children,Fizzy drink 1+ times a week,2018,Quintile 3,31.8,,27.2,36.6,32.2,,26.6,38.2,31.4,,25.2,38.1,50000,41000,59000
children,Fizzy drink 1+ times a week,2018,Quintile 4,31.7,,27.9,35.8,33.2,,28.3,38.3,30.4,,24.4,36.9,47000,40000,54000
children,Fizzy drink 1+ times a week,2018,Quintile 5,47.4,,43.5,51.3,48,,42.8,53.2,46.7,,41.1,52.5,96000,85000,106000
children,Fizzy drink 1+ times a week,2019,Quintile 1,15.5,,11.2,20.7,16.8,,11.4,23.4,14.2,,8,22.5,26000,18000,33000
children,Fizzy drink 1+ times a week,2019,Quintile 2,18.8,,15,23.2,20.1,,14.6,26.6,17.4,,11.9,24.3,30000,22000,37000
children,Fizzy drink 1+ times a week,2019,Quintile 3,24.1,,19.6,29.1,27.5,,20.3,35.7,20.5,,15.6,26.1,39000,30000,48000
children,Fizzy drink 1+ times a week,2019,Quintile 4,29.5,,24.2,35.2,34,,25.6,43.1,24.1,,17.9,31.3,48000,37000,59000
children,Fizzy drink 1+ times a week,2019,Quintile 5,40.5,,36.3,44.9,37.4,,31.9,43.2,43.3,,38.1,48.7,77000,67000,88000
children,Fizzy drink 1+ times a week,2020,Quintile 1,21.8,,16.4,27.9,21.4,,15.3,28.7,22.1,,13.9,32.2,40000,30000,51000
children,Fizzy drink 1+ times a week,2020,Quintile 2,25.7,,20,32.1,31.2,,23,40.5,20.7,,14.5,28,40000,30000,50000
children,Fizzy drink 1+ times a week,2020,Quintile 3,27.3,,22.1,33,25.7,,19.6,32.7,29.3,,20.4,39.4,42000,33000,51000
children,Fizzy drink 1+ times a week,2020,Quintile 4,34,,28.7,39.7,35.3,,27.9,43.3,32.7,,25.3,40.9,53000,43000,63000
children,Fizzy drink 1+ times a week,2020,Quintile 5,50.1,,44.7,55.6,50.8,,44.2,57.3,49.4,,41.8,57,98000,85000,111000
children,Fizzy drink 3+ times a week,2018,Total,10.3,,9.2,11.5,11.4,,9.6,13.3,9.2,,7.7,10.9,86000,76000,96000
children,Fizzy drink 3+ times a week,2019,Total,9,,8,10.2,8.9,,7.2,10.8,9.2,,7.8,10.9,76000,67000,84000
children,Fizzy drink 3+ times a week,2020,Total,10.9,,9.4,12.6,11.2,,9.4,13.2,10.6,,8.2,13.3,92000,79000,105000
children,Fizzy drink 3+ times a week,2018,'2-4,3.7,,2.5,5.4,4.3,,2.3,7.4,3.1,,1.7,5.3,7000,4000,10000
children,Fizzy drink 3+ times a week,2018,'5-9,8.8,,7,10.9,9,,6.5,12.1,8.6,,6.4,11.2,29000,23000,35000
children,Fizzy drink 3+ times a week,2018,'10-14,15.7,,13.6,18,17.8,,14.6,21.4,13.5,,10.6,16.9,50000,43000,57000
children,Fizzy drink 3+ times a week,2019,'2-4,4.9,,3,7.5,5.6,,2.5,10.6,4.2,,2,7.4,9000,5000,13000
children,Fizzy drink 3+ times a week,2019,'5-9,7.8,,6.2,9.7,8.4,,6,11.3,7.2,,4.9,10,26000,20000,31000
children,Fizzy drink 3+ times a week,2019,'10-14,12.6,,10.6,14.8,11.1,,8.3,14.5,14.2,,11,17.8,41000,34000,48000
children,Fizzy drink 3+ times a week,2020,'2-4,4.8,,3,7.1,4.9,,2.2,9.3,4.6,,2.7,7.3,9000,5000,12000
children,Fizzy drink 3+ times a week,2020,'5-9,8,,5.8,10.8,9,,6.1,12.6,7,,3.9,11.5,26000,18000,34000
children,Fizzy drink 3+ times a week,2020,'10-14,17.1,,14.2,20.3,16.9,,13.4,21,17.3,,12.7,22.8,57000,47000,67000
children,Fizzy drink 3+ times a week,2018,Māori,15,,12.8,17.4,16.4,,13,20.1,13.5,,10.4,17.1,33000,28000,38000
children,Fizzy drink 3+ times a week,2019,Māori,14.7,,11.6,18.3,13.5,,8.9,19.4,16,,11.5,21.4,33000,26000,41000
children,Fizzy drink 3+ times a week,2020,Māori,19.8,,16.2,23.8,19.9,,15.6,24.7,19.7,,14.4,25.9,45000,37000,53000
children,Fizzy drink 3+ times a week,2018,Pacific,18.5,,14.2,23.6,18,,12,25.4,19.1,,13.7,25.6,20000,15000,26000
children,Fizzy drink 3+ times a week,2019,Pacific,19.3,,14.7,24.6,16.6,,10.5,24.3,22.2,,14.9,30.9,22000,15000,29000
children,Fizzy drink 3+ times a week,2020,Pacific,20.8,,15.6,26.8,23.8,,16.6,32.2,18.1,,11.3,26.9,24000,16000,31000
children,Fizzy drink 3+ times a week,2018,Asian,8.1,,5.1,12.1,8.7,,4.7,14.4,7.6,,3.9,13,11000,6000,16000
children,Fizzy drink 3+ times a week,2019,Asian,8,,5.5,11.1,9.7,,5.8,14.9,6.3,,3.4,10.5,11000,7000,15000
children,Fizzy drink 3+ times a week,2020,Asian,6.3,,3.9,9.5,7.5,,3.6,13.4,5.2,,2.6,9.3,9000,5000,13000
children,Fizzy drink 3+ times a week,2018,European/Other,7.4,,6.2,8.6,8.3,,6.6,10.4,6.3,,4.9,7.9,43000,36000,49000
children,Fizzy drink 3+ times a week,2019,European/Other,6.2,,5.2,7.3,6.4,,4.9,8.2,5.9,,4.5,7.6,37000,31000,43000
children,Fizzy drink 3+ times a week,2020,European/Other,8.8,,7.2,10.7,8.1,,6.3,10.3,9.6,,7,12.8,52000,42000,63000
children,Fizzy drink 3+ times a week,2018,Quintile 1,4.8,,2.9,7.5,4.6,,2.4,8.1,5,,2.4,9.2,8000,4000,11000
children,Fizzy drink 3+ times a week,2018,Quintile 2,6.8,,4.3,10.1,7.1,,3.6,12.4,6.4,,3.1,11.3,11000,7000,15000
children,Fizzy drink 3+ times a week,2018,Quintile 3,9.7,,7,13.1,11.6,,7.3,17.3,7.8,,5,11.3,15000,10000,20000
children,Fizzy drink 3+ times a week,2018,Quintile 4,9.8,,7.3,12.9,12.4,,8.6,17.1,7.4,,4.3,11.6,15000,10000,19000
children,Fizzy drink 3+ times a week,2018,Quintile 5,18.4,,15.4,21.7,19.4,,15.7,23.6,17.4,,13.3,22.1,37000,30000,44000
children,Fizzy drink 3+ times a week,2019,Quintile 1,3.4,,1.8,5.9,4.5,,1.9,8.7,2.3,,0.8,4.9,6000,3000,9000
children,Fizzy drink 3+ times a week,2019,Quintile 2,5.1,,3.2,7.7,6.3,,3.5,10.4,3.9,,1.7,7.5,8000,5000,12000
children,Fizzy drink 3+ times a week,2019,Quintile 3,8.9,,5.6,13.3,10.5,,5.1,18.6,7.2,,4.1,11.6,14000,8000,20000
children,Fizzy drink 3+ times a week,2019,Quintile 4,7.6,,5.5,10.2,7.3,,4.4,11.3,7.9,,4.7,12.3,12000,9000,16000
children,Fizzy drink 3+ times a week,2019,Quintile 5,18.5,,15.5,21.8,15.5,,11.5,20.2,21.1,,16.2,26.7,35000,29000,42000
children,Fizzy drink 3+ times a week,2020,Quintile 1,4.7,,2.1,9,1.2,,0.2,3.7,8.1,,3.3,16.1,9000,3000,14000
children,Fizzy drink 3+ times a week,2020,Quintile 2,7.9,,4.5,12.7,10,,5.1,17.1,5.9,,2.2,12.3,12000,6000,18000
children,Fizzy drink 3+ times a week,2020,Quintile 3,9,,6.3,12.5,10.5,,6.4,15.9,7.2,,3.4,12.9,14000,9000,19000
children,Fizzy drink 3+ times a week,2020,Quintile 4,10.1,,6.9,14.1,10.4,,6.3,15.9,9.8,,5.9,15.1,16000,10000,21000
children,Fizzy drink 3+ times a week,2020,Quintile 5,21.3,,17.3,25.7,22.3,,17.4,27.8,20.2,,14.9,26.4,42000,33000,51000
children,Fast food 1+ times a week,2018,Total,57.4,,55.4,59.3,59.4,,56.4,62.4,55.2,,52,58.4,478000,461000,495000
children,Fast food 1+ times a week,2019,Total,54,,51.3,56.7,56.2,,52.7,59.7,51.8,,47.7,55.8,453000,430000,476000
children,Fast food 1+ times a week,2020,Total,54,,51.4,56.6,54.3,,51.3,57.4,53.6,,49.6,57.6,456000,434000,479000
children,Fast food 1+ times a week,2018,'2-4,54.7,,50.8,58.7,56.5,,51.1,61.7,53,,46.7,59.1,102000,93000,111000
children,Fast food 1+ times a week,2018,'5-9,57.3,,54.1,60.4,58.8,,54.2,63.2,55.6,,50.8,60.4,188000,178000,198000
children,Fast food 1+ times a week,2018,'10-14,59,,55.5,62.4,61.7,,56.4,66.8,56.2,,51,61.2,188000,178000,199000
children,Fast food 1+ times a week,2019,'2-4,46.7,,41.7,51.9,48.4,,40.2,56.7,45,,38.1,52,85000,75000,94000
children,Fast food 1+ times a week,2019,'5-9,56.5,,52,60.9,58.2,,52.4,63.8,54.8,,47.4,62,186000,172000,200000
children,Fast food 1+ times a week,2019,'10-14,55.6,,51.5,59.6,58.5,,53.4,63.4,52.6,,46.4,58.7,182000,169000,195000
children,Fast food 1+ times a week,2020,'2-4,47.2,,41.5,53,46.3,,38,54.7,48.2,,40.3,56.2,87000,75000,98000
children,Fast food 1+ times a week,2020,'5-9,57.3,,53,61.6,57.9,,52.4,63.3,56.7,,49.5,63.8,187000,174000,201000
children,Fast food 1+ times a week,2020,'10-14,54.4,,50.2,58.6,55.3,,49,61.4,53.5,,48.2,58.8,182000,169000,196000
children,Fast food 1+ times a week,2018,Māori,72.5,,69.2,75.6,76.3,,71.5,80.6,68.4,,63.6,73,162000,154000,169000
children,Fast food 1+ times a week,2019,Māori,67.1,,62.7,71.3,67.7,,61.9,73.2,66.4,,60.3,72.2,152000,142000,161000
children,Fast food 1+ times a week,2020,Māori,68.4,,64.4,72.2,65.3,,59.3,70.9,71.7,,66,76.9,155000,146000,164000
children,Fast food 1+ times a week,2018,Pacific,76.9,,71.5,81.7,80,,72.3,86.4,73.5,,66.2,80,85000,71000,98000
children,Fast food 1+ times a week,2019,Pacific,75.2,,68.6,81.1,74.4,,64.8,82.5,76.1,,66.4,84.1,86000,70000,101000
children,Fast food 1+ times a week,2020,Pacific,69.9,,64,75.4,79.9,,72.1,86.3,60.9,,51,70.2,79000,66000,92000
children,Fast food 1+ times a week,2018,Asian,49.1,,43.8,54.5,50.5,,43,57.9,47.9,,40.2,55.6,67000,57000,78000
children,Fast food 1+ times a week,2019,Asian,47.8,,41.7,54,53.3,,45,61.4,42.2,,29.4,55.8,66000,54000,78000
children,Fast food 1+ times a week,2020,Asian,50.2,,43,57.4,53.5,,45.2,61.6,47.2,,37.3,57.3,71000,55000,86000
children,Fast food 1+ times a week,2018,European/Other,53.4,,50.9,55.8,56.2,,52.5,59.9,50.2,,46.2,54.1,308000,291000,325000
children,Fast food 1+ times a week,2019,European/Other,49.2,,46.2,52.3,52.4,,48.4,56.4,45.9,,41.5,50.3,294000,275000,313000
children,Fast food 1+ times a week,2020,European/Other,50.9,,47.7,54.1,50.7,,46.7,54.8,51.2,,46.3,56,302000,278000,325000
children,Fast food 1+ times a week,2018,Quintile 1,48.9,,43.2,54.6,47.9,,39.7,56.1,50,,41.5,58.6,80000,69000,91000
children,Fast food 1+ times a week,2018,Quintile 2,49.9,,43.3,56.6,50.2,,42.2,58.3,49.6,,39.3,59.9,81000,68000,93000
children,Fast food 1+ times a week,2018,Quintile 3,53.3,,49,57.5,54.9,,48.6,61.1,51.7,,45.3,58.1,84000,75000,94000
children,Fast food 1+ times a week,2018,Quintile 4,59.1,,54.5,63.6,67.1,,61.3,72.6,51.6,,45,58.2,88000,79000,96000
children,Fast food 1+ times a week,2018,Quintile 5,72.1,,68.4,75.6,74.6,,69.5,79.1,69.5,,64.8,73.9,145000,133000,157000
children,Fast food 1+ times a week,2019,Quintile 1,45.2,,37.6,52.9,47,,37.7,56.4,43.2,,29.7,57.4,75000,60000,89000
children,Fast food 1+ times a week,2019,Quintile 2,48.5,,42.7,54.4,53.7,,44.5,62.8,43,,36.4,49.9,76000,64000,89000
children,Fast food 1+ times a week,2019,Quintile 3,52.7,,47.3,58,53.1,,45.7,60.4,52.2,,43.6,60.7,85000,72000,97000
children,Fast food 1+ times a week,2019,Quintile 4,55.6,,49.3,61.7,61.4,,54,68.4,48.6,,40,57.1,91000,77000,105000
children,Fast food 1+ times a week,2019,Quintile 5,66.1,,61.7,70.3,65,,57.9,71.6,67.1,,61.3,72.5,126000,113000,139000
children,Fast food 1+ times a week,2020,Quintile 1,45.6,,39.3,52.1,43.9,,37.2,50.7,47.3,,37.3,57.5,85000,75000,95000
children,Fast food 1+ times a week,2020,Quintile 2,44.3,,39.1,49.6,50.4,,43,57.8,38.7,,30.6,47.3,69000,59000,78000
children,Fast food 1+ times a week,2020,Quintile 3,54.5,,47.7,61.2,52.6,,43,62.1,57,,47.3,66.3,84000,70000,97000
children,Fast food 1+ times a week,2020,Quintile 4,56.4,,50.8,62,58.7,,49.9,67.1,54,,46.5,61.4,87000,75000,99000
children,Fast food 1+ times a week,2020,Quintile 5,67.3,,63.2,71.3,64.6,,58.7,70.1,70.4,,64.9,75.5,132000,120000,144000
children,Fast food 3+ times a week,2018,Total,7.3,,6.2,8.5,7.2,,5.8,8.8,7.4,,5.8,9.1,61000,51000,70000
children,Fast food 3+ times a week,2019,Total,6.6,,5.4,8,6.5,,5.1,8.2,6.7,,5.1,8.7,55000,45000,66000
children,Fast food 3+ times a week,2020,Total,6.2,,5.1,7.4,6.7,,5.1,8.5,5.6,,4.3,7.3,52000,43000,61000
children,Fast food 3+ times a week,2018,'2-4,5.9,,4.2,8.1,4.8,,2.7,7.7,7.1,,4.3,10.9,11000,8000,14000
children,Fast food 3+ times a week,2018,'5-9,7.5,,5.7,9.6,7.4,,5.2,10.3,7.5,,5.1,10.6,25000,18000,31000
children,Fast food 3+ times a week,2018,'10-14,7.9,,6.2,9.8,8.4,,6.3,11.1,7.3,,5.1,10.1,25000,20000,31000
children,Fast food 3+ times a week,2019,'2-4,6,,4,8.7,7.4,,4,12.2,4.6,,2.6,7.5,11000,7000,15000
children,Fast food 3+ times a week,2019,'5-9,4.7,,3.4,6.3,4.5,,2.9,6.5,4.8,,2.7,7.8,15000,11000,20000
children,Fast food 3+ times a week,2019,'10-14,8.9,,6.6,11.8,8.1,,5.3,11.8,9.8,,6.6,13.9,29000,21000,37000
children,Fast food 3+ times a week,2020,'2-4,4.5,,2.8,6.9,4.5,,2,8.7,4.6,,2.5,7.7,8000,5000,12000
children,Fast food 3+ times a week,2020,'5-9,6.4,,4.4,8.8,6.9,,4.4,10.3,5.8,,3.4,9.1,21000,14000,28000
children,Fast food 3+ times a week,2020,'10-14,6.8,,5.4,8.6,7.6,,5.3,10.5,6,,4.1,8.5,23000,18000,28000
children,Fast food 3+ times a week,2018,Māori,12.2,,10.1,14.6,12.9,,10.1,16.3,11.4,,8.3,15.1,27000,22000,32000
children,Fast food 3+ times a week,2019,Māori,9.8,,7.6,12.5,10.1,,7,14,9.6,,6.7,13.1,22000,17000,28000
children,Fast food 3+ times a week,2020,Māori,11.1,,8.6,14.1,12.4,,8.6,17.1,9.8,,7,13.1,25000,19000,31000
children,Fast food 3+ times a week,2018,Pacific,17.6,,12.9,23.2,16.8,,10.8,24.5,18.4,,12.7,25.4,19000,13000,26000
children,Fast food 3+ times a week,2019,Pacific,19.7,,14.5,25.8,15.5,,9.7,22.9,24.2,,15.9,34.2,22000,15000,30000
children,Fast food 3+ times a week,2020,Pacific,14.6,,11.2,18.7,14.9,,9.3,22,14.4,,9.6,20.5,16000,12000,21000
